Precio,Terreno,Construccion,Recas,Banhos,Estacionamientos,Medios Banhos,Antiguedad,Ubicacion,Colonia,Delegacion,Indice
3.5,61,150,2,1,-5,1,-7,"Alamos, Benito Juárez",Alamos, Benito Juárez,239
6.92,168,198,-3,-4,3,-6,0,"Alamos, Benito Juárez",Alamos, Benito Juárez,240
6.5,193,193,4,3,2,-6,-7,"Alamos, Benito Juárez",Alamos, Benito Juárez,241
2.51,70,124,3,2,2,-6,-7,"Alamos, Benito Juárez",Alamos, Benito Juárez,242
2.51,70,124,3,2,2,-6,-7,"Alamos, Benito Juárez",Alamos, Benito Juárez,243
2.51,70,124,3,2,2,-6,-7,"Alamos, Benito Juárez",Alamos, Benito Juárez,244
5.3,110,157,0,3,2,1,20,"Albert, Benito Juárez",Albert, Benito Juárez,245
6.8,247,157,0,2,2,0,20,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,246
13.9,303,393,3,4,4,0,4,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,247
8.3,289,315,3,3,4,1,20,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,248
8.95,206,322,3,2,3,1,32,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,249
7.9,190,260,0,2,3,1,0,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,250
6.5,298,274,4,4,6,0,1,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,251
5.9,350,300,3,5,3,-6,20,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,252
12.8,270,381,3,3,5,1,20,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,253
15,230,300,3,3,3,-6,0,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,254
6.9,168,304,3,3,3,1,24,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,255
4.61,179,240,3,3,2,1,10,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,256
8,216,230,3,3,2,-6,-7,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,257
6.93,275,220,3,3,4,-6,35,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,258
13.65,478,390,3,3,4,1,30,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,259
5.65,208,200,3,3,3,-6,-7,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,260
8,-2,230,3,2,2,1,9,"Alcantarilla, Alvaro Obregón",Alcantarilla, Alvaro Obregón,261
7.3,250,250,3,2,0,1,1,"Aldama, Xochimilco",Aldama, Xochimilco,262
1.86,79,106,3,2,1,-6,-7,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,263
4.25,200,370,4,2,2,-6,-7,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,264
2.01,-2,100,4,2,2,0,6,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,265
6.95,-2,460,5,5,1,4,40,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,266
4.66,196,195,4,2,5,1,40,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,267
1.86,79,106,3,2,1,0,9,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,268
1.86,79,106,3,2,1,0,9,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,269
4.5,73,151,3,2,1,1,1,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,270
1.86,106,106,3,2,1,0,9,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,271
290,380,350,4,2,3,-6,-7,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,272
2.6,65,65,2,2,1,0,5,"Alfonso XIII, Alvaro Obregón",Alfonso XIII, Alvaro Obregón,273
4.2,180,170,3,0,3,1,20,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,274
1.15,58,58,3,1,1,0,15,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,275
2.8,60,105,3,2,1,-6,-7,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,276
4.79,125,220,4,3,3,-6,-7,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,277
2.49,105,105,3,2,1,0,29,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,278
2.2,28,96,3,1,1,-6,-7,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,279
4.2,180,170,3,2,3,1,20,"Alianza Popular Revolucionaria, Coyoacán",Alianza Popular Revolucionaria, Coyoacán,280
4.19,160,394,4,4,2,-6,-7,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,281
13.95,223,300,3,2,2,1,45,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,282
4.19,160,394,4,4,2,-6,-7,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,283
24,630,630,3,3,4,1,30,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,284
4.19,160,394,4,4,2,-6,-7,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,285
4.19,160,394,4,4,2,-6,-7,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,286
4.19,160,394,4,4,2,-6,-7,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,287
4.19,160,394,4,3,2,1,38,"Altavista, Alvaro Obregón",Altavista, Alvaro Obregón,288
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,289
3.7,277,180,4,3,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,290
3.07,250,180,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,291
27,1200,450,3,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,292
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,293
9.9,130,338,3,5,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,294
8.25,-2,251,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,295
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,296
17.5,284,658,4,5,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,297
27,1200,450,3,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,298
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,299
0.87,240,152,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,300
10.04,316,316,3,3,2,0,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,301
14.5,169,420,3,3,4,1,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,302
3.26,308,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,303
2.72,180,224,4,4,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,304
3.32,200,200,3,3,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,305
2.55,110,200,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,306
2.55,150,150,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,307
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,308
2.06,90,119,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,309
17.5,450,450,3,3,3,1,18,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,310
2.65,278,180,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,311
2.34,200,200,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,312
2.91,180,185,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,313
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,314
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,315
0.36,312,116,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,316
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,317
9.47,296,296,4,3,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,318
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,319
1.04,100,100,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,320
2.8,164,230,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,321
14.75,489,335,4,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,322
9.1,80,263,3,5,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,323
2.08,150,150,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,324
3.39,120,176,2,2,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,325
27,1200,450,3,5,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,326
2.87,278,180,3,3,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,327
5.17,340,410,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,328
3.06,275,192,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,329
3.48,342,342,4,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,330
1.85,218,310,4,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,331
3.39,120,176,2,2,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,332
2.81,124,140,2,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,333
2.83,191,288,6,6,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,334
3.06,275,192,3,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,335
27.5,1200,450,4,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,336
4.85,400,495,5,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,337
23.9,1131,450,3,5,5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,338
10.5,191,207,3,3,3,-6,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,339
4.97,350,460,6,2,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,340
3.06,275,192,3,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,341
1.9,518,109,3,2,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,342
4.75,250,280,4,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,343
26.9,1047,490,3,5,5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,344
1.41,90,160,3,1,1,1,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,345
3.06,275,192,3,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,346
14.75,488,335,2,1,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,347
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,348
3.9,220,162,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,349
3.09,134,198,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,350
4.22,180,224,4,4,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,351
0.86,100,150,3,1,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,352
2,308,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,353
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,354
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,355
4.1,122,277,4,3,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,356
13,335,204,3,3,3,1,9,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,357
2.78,120,185,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,358
1.41,90,160,3,1,1,1,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,359
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,360
8.5,202,202,3,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,361
33.65,851,656,4,4,4,1,30,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,362
23.9,1131,450,3,5,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,363
3.48,342,342,4,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,364
14.36,427,356,3,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,365
14.16,-2,414,3,3,4,1,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,366
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,367
21.5,1065,600,4,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,368
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,369
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,370
4,-2,-2,6,3,2,0,10,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,371
27.2,500,500,3,3,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,372
27.98,1200,450,3,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,373
3.39,120,176,2,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,374
10.1,200,400,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,375
6.57,196,345,4,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,376
27.8,1200,450,3,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,377
2.72,180,210,3,3,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,378
2.65,294,350,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,379
4.85,250,250,4,1,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,380
4.61,340,349,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,381
12,400,500,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,382
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,383
3.09,134,198,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,384
13.5,240,240,3,4,4,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,385
27.7,1200,450,3,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,386
3.48,362,534,4,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,387
2.95,180,240,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,388
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,389
27.98,1200,450,3,4,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,390
8,200,500,2,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,391
2.24,124,180,4,3,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,392
2.55,200,300,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,393
59.09,773,667,3,6,10,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,394
3.02,100,100,3,1,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,395
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,396
43,-2,1000,0,0,0,0,5,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,397
1.57,306,230,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,398
3.7,277,180,3,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,399
20.45,336,388,0,0,0,-6,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,400
2.65,278,180,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,401
30,1200,450,3,4,4,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,402
1.04,152,240,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,403
8,100,263,3,6,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,404
1.67,150,150,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,405
5.49,145,250,3,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,406
0.99,100,150,3,1,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,407
3.48,362,534,4,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,408
39,180,220,3,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,409
1.92,150,150,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,410
2.55,112,164,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,411
2.65,278,180,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,412
3.06,275,192,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,413
3.48,342,342,4,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,414
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,415
19,480,350,3,3,4,1,0,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,416
3.71,160,240,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,417
4.2,294,300,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,418
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,419
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,420
2.46,200,200,4,2,1,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,421
2.36,323,308,4,3,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,422
7,196,259,3,2,2,1,30,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,423
1.9,518,109,3,3,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,424
8.25,131,251,3,4,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,425
2.56,180,220,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,426
1.94,100,150,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,427
3.39,120,176,2,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,428
10.5,413,270,4,5,3,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,429
2.52,200,280,3,2,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,430
4.54,353,461,6,5,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,431
2.24,200,150,3,3,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,432
3.09,134,198,3,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,433
5.35,100,200,3,4,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,434
31,457,380,4,5,4,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,435
5.43,180,180,4,3,-5,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,436
4.7,354,460,6,2,2,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,437
27.98,1200,450,3,6,6,-6,-7,"Alvaro Obregón, Distrito Federal",Alvaro Obregón, Distrito Federal,438
0.35,60,60,2,1,1,-6,-7,"Alvaro Obregón, Iztapalapa",Alvaro Obregón, Iztapalapa,439
0.47,68,68,2,1,1,-6,0,"Alvaro Obregón, Iztapalapa",Alvaro Obregón, Iztapalapa,440
0.47,68,68,2,1,1,-6,0,"Alvaro Obregón, Iztapalapa",Alvaro Obregón, Iztapalapa,441
0.39,50,45,2,1,-5,-6,-7,"Alvaro Obregón, Iztapalapa",Alvaro Obregón, Iztapalapa,442
0.47,-2,68,2,1,1,-6,0,"Alvaro Obregón, Iztapalapa",Alvaro Obregón, Iztapalapa,443
0.46,125,75,3,1,1,0,10,"Alvaro Obregón, Iztapalapa",Alvaro Obregón, Iztapalapa,444
7.5,202,227,5,3,3,1,15,"Amado Nervo, Cuajimalpa de Morelos",Amado Nervo, Cuajimalpa de Morelos,445
6.1,211,154,3,2,2,-6,30,"Américas Unidas, Benito Juárez",Américas Unidas, Benito Juárez,446
6.75,224,318,0,2,4,1,30,"Américas Unidas, Benito Juárez",Américas Unidas, Benito Juárez,447
0.96,79,79,3,1,0,0,19,"Américas Unidas, Benito Juárez",Américas Unidas, Benito Juárez,448
2.52,200,200,3,1,0,0,17,"Ampliación 20 de Noviembre, Venustiano Carranza",Ampliación 20 de Noviembre, Venustiano Carranza,449
7.45,220,230,3,2,2,-6,31,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,450
22.5,428,533,3,3,3,-6,24,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,451
17,450,450,3,3,5,1,25,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,452
8.49,286,288,3,2,3,-6,-7,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,453
11.2,342,425,4,5,3,-6,1,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,454
7.5,219,300,3,4,4,1,-7,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,455
5.4,239,281,3,2,3,1,0,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,456
10.7,300,275,4,4,4,-6,30,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,457
10.7,300,275,4,3,4,2,20,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,458
11,177,350,3,4,3,1,0,"Ampliación Alpes, Alvaro Obregón",Ampliación Alpes, Alvaro Obregón,459
2.52,200,200,3,1,2,0,25,"Ampliación Caracol, Venustiano Carranza",Ampliación Caracol, Venustiano Carranza,460
5.5,198,400,7,5,3,-6,0,"Ampliación Caracol, Venustiano Carranza",Ampliación Caracol, Venustiano Carranza,461
2.5,200,150,5,3,5,1,49,"Ampliación Caracol, Venustiano Carranza",Ampliación Caracol, Venustiano Carranza,462
2.53,197,150,3,2,-5,-6,-7,"Ampliación Caracol, Venustiano Carranza",Ampliación Caracol, Venustiano Carranza,463
4.5,160,225,3,2,3,1,0,"Ampliación Casas Alemán, Gustavo A. Madero",Ampliación Casas Alemán, Gustavo A. Madero,464
3.7,136,250,2,2,3,1,49,"Ampliación Casas Alemán, Gustavo A. Madero",Ampliación Casas Alemán, Gustavo A. Madero,465
1.23,156,272,4,3,2,0,12,"Ampliación Casas Alemán, Gustavo A. Madero",Ampliación Casas Alemán, Gustavo A. Madero,466
4.8,136,460,5,3,1,2,7,"Ampliación Casas Alemán, Gustavo A. Madero",Ampliación Casas Alemán, Gustavo A. Madero,467
2.24,136,210,3,4,2,-6,35,"Ampliación Casas Alemán, Gustavo A. Madero",Ampliación Casas Alemán, Gustavo A. Madero,468
1.22,-2,112,3,2,0,0,0,"Ampliación Daniel Garza, Miguel Hidalgo",Ampliación Daniel Garza, Miguel Hidalgo,469
4.95,244,341,3,4,6,-6,-7,"Ampliación El Santuario, Iztapalapa",Ampliación El Santuario, Iztapalapa,470
4.95,354,236,3,3,6,2,15,"Ampliación El Santuario, Iztapalapa",Ampliación El Santuario, Iztapalapa,471
