Precio,Terreno,Construccion,Recas,Banhos,Estacionamientos,Medios Banhos,Antiguedad,Ubicacion,Colonia,Delegacion,Indice
6.6,123,181,3,3,2,1,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9947
10.65,500,480,4,4,5,1,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9948
9.2,132,282,3,3,2,1,3,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9949
12.45,430,468,4,4,4,0,33,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9950
13.9,596,468,3,3,4,1,14,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9951
12.9,355,370,3,3,3,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9952
14.95,590,490,3,3,4,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9953
24,515,689,3,3,7,-6,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9954
11.8,500,515,4,5,3,2,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9955
15.8,737,350,4,3,6,0,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9956
10.67,206,269,3,2,3,1,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9957
6.8,86,132,3,3,3,0,2,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9958
11,316,382,5,6,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9959
21,2559,840,6,7,8,0,34,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9960
6.49,-2,220,3,3,3,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9961
14.25,380,370,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9962
18.9,671,388,3,4,8,3,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9963
12.8,513,450,4,5,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9964
21.95,390,330,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9965
9.46,233,463,3,3,4,1,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9966
22.5,404,471,5,5,3,1,3,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9967
10.5,638,282,3,2,4,-6,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9968
16,612,750,5,5,4,-6,26,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9969
20.8,518,321,3,3,7,2,5,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9970
13.5,540,470,4,6,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9971
13.9,596,468,3,3,4,1,14,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9972
13,173,353,3,3,5,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9973
10.5,470,350,4,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9974
20,574,441,4,3,6,2,16,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9975
19.8,608,321,3,4,7,3,5,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9976
10.45,483,450,-3,-4,-5,-6,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9977
13.7,540,535,4,4,5,0,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9978
15.3,-2,408,3,3,3,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9979
18.5,750,400,2,2,8,1,17,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9980
19.8,608,321,3,4,7,-6,5,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9981
16.5,518,489,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9982
8.95,281,236,3,4,3,-6,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9983
5.85,49,168,3,3,2,1,3,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9984
7.3,130,212,3,3,2,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9985
28,683,472,3,3,4,1,9,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9986
8.6,160,230,4,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9987
21.5,500,500,3,4,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9988
24.9,362,873,4,5,6,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9989
27.75,800,550,4,6,8,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9990
12.8,593,430,3,3,3,1,14,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9991
12.9,340,380,3,3,-5,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9992
17,517,470,3,3,4,2,8,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9993
12.8,596,459,4,4,5,1,53,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9994
12.48,334,334,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9995
23.8,478,563,3,4,6,-6,9,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9996
28,683,472,4,4,4,-6,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9997
11,453,403,5,4,3,1,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9998
17.91,465,386,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,9999
6.6,123,181,4,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10000
18.91,465,386,3,4,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10001
14.8,546,445,6,3,5,1,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10002
21,330,479,3,3,4,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10003
24,687,490,3,4,4,-6,49,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10004
7.5,147,225,3,2,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10005
10.95,385,385,3,3,3,0,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10006
18.4,487,406,3,3,4,0,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10007
17.4,500,348,3,4,6,1,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10008
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10009
38.93,1193,969,6,4,6,3,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10010
11.7,359,359,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10011
18,1005,610,4,5,3,0,50,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10012
20.6,409,535,3,4,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10013
6.59,222,222,4,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10014
10.5,600,150,5,3,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10015
20.6,800,539,3,3,4,1,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10016
10,275,206,5,5,4,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10017
12,316,258,3,3,3,1,18,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10018
30,740,600,3,3,2,1,9,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10019
11.3,283,298,3,3,4,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10020
30,1674,900,5,5,7,-6,16,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10021
9.6,345,312,3,3,2,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10022
12.45,152,359,3,3,3,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10023
17.15,491,450,3,4,6,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10024
17.91,465,386,3,3,4,0,-2,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10025
5.3,70,186,4,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10026
6.5,213,220,3,3,3,1,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10027
15,610,380,4,2,6,1,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10028
7.5,220,250,3,2,3,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10029
19,525,520,3,3,7,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10030
15.5,634,480,3,3,5,0,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10031
11,415,450,4,4,3,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10032
8.2,320,260,4,4,3,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10033
19.8,467,525,4,5,6,1,8,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10034
9,350,250,3,2,4,1,32,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10035
24,452,612,3,3,6,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10036
17.9,1170,630,4,4,4,1,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10037
14,500,400,3,4,6,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10038
13.3,550,470,4,7,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10039
6.55,122,269,3,4,1,1,42,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10040
7,108,227,3,2,2,0,11,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10041
10.45,483,450,-3,-4,-5,-6,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10042
20.6,429,339,3,3,6,0,27,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10043
6.9,237,121,4,2,3,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10044
13.3,550,470,4,7,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10045
11.8,500,515,4,5,3,0,11,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10046
13.8,340,370,3,4,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10047
6.9,140,220,3,2,0,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10048
20,625,400,3,3,8,0,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10049
11.8,240,320,3,4,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10050
24.4,302,429,3,3,4,3,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10051
30,614,528,3,4,6,0,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10052
17.5,356,478,3,3,4,2,11,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10053
12.85,306,425,3,3,4,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10054
6.5,105,161,3,2,3,1,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10055
9,160,300,3,6,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10056
22.25,1015,450,3,4,5,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10057
7.6,120,105,2,2,3,1,42,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10058
5.5,239,232,3,2,2,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10059
11.5,450,450,4,4,4,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10060
9.1,200,240,3,2,2,1,26,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10061
17.5,324,324,0,2,4,1,36,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10062
19,666,550,3,6,6,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10063
30,1045,715,3,3,8,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10064
30.26,883,883,4,4,6,0,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10065
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10066
16,400,380,3,4,4,1,8,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10067
10,240,191,3,4,3,1,17,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10068
33,781,575,3,3,3,0,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10069
20.7,971,500,4,4,3,2,2,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10070
6.9,220,220,4,3,2,1,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10071
18,1070,545,3,4,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10072
15.5,790,400,3,3,4,1,18,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10073
9.5,164,340,3,4,4,0,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10074
14.87,493,352,3,3,3,2,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10075
18.91,465,386,3,3,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10076
10.8,194,310,4,3,2,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10077
15.96,476,353,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10078
24.78,666,550,4,4,4,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10079
17,500,380,3,3,5,1,15,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10080
7.5,-2,218,3,3,2,-6,37,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10081
9.84,180,284,3,4,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10082
13.3,550,470,4,7,-5,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10083
6.6,123,245,4,2,2,2,45,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10084
24,712,490,3,3,3,0,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10085
4.37,200,200,3,2,2,1,19,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10086
5.3,1100,130,3,3,3,-6,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10087
21,2559,840,6,7,-5,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10088
8.2,216,243,3,2,2,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10089
8.2,216,243,3,2,2,1,14,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10090
11.9,380,324,3,2,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10091
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10092
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10093
15.96,400,400,3,3,4,0,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10094
8.99,108,220,3,2,2,1,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10095
11,111,382,5,4,3,1,34,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10096
7.3,150,150,4,3,3,0,22,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10097
15.96,388,353,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10098
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10099
10.5,704,367,3,3,6,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10100
6.35,213,220,3,5,3,-6,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10101
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10102
15.5,574,348,3,3,2,1,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10103
33,840,600,3,4,4,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10104
7.62,230,220,3,2,2,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10105
19.8,735,401,4,4,4,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10106
25.5,1360,777,2,2,4,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10107
6.6,116,183,3,2,2,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10108
13.8,340,370,3,4,4,0,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10109
13.5,420,552,3,0,5,-6,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10110
6.6,123,181,4,3,2,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10111
6.5,250,250,3,3,2,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10112
8.5,704,367,2,3,6,0,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10113
24.9,362,873,4,4,6,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10114
10,98,270,3,3,2,1,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10115
15.3,649,407,4,5,3,1,7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10116
3.78,137,137,3,3,1,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10117
14.8,737,350,4,3,6,1,36,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10118
16.3,800,384,4,3,6,1,40,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10119
19,538,465,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10120
14.8,400,346,3,4,2,0,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10121
13.3,550,470,4,7,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10122
19.5,1000,417,4,3,2,1,5,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10123
6.75,220,220,3,2,2,1,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10124
7.29,176,250,3,2,3,0,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10125
10.45,483,450,-3,-4,-5,-6,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10126
21,500,500,4,4,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10127
11,316,600,5,5,4,1,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10128
8.69,192,301,4,3,2,1,27,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10129
13.9,355,360,3,3,4,2,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10130
14.72,510,393,3,3,4,0,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10131
15.96,465,386,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10132
20,574,441,4,5,6,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10133
10,180,350,3,4,-5,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10134
10.2,250,380,4,4,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10135
21,2559,840,6,7,8,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10136
13,460,447,4,3,6,1,38,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10137
10.45,483,450,-3,-4,-5,-6,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10138
7.45,204,217,3,2,2,1,24,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10139
13.8,291,320,3,3,3,1,7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10140
25.26,409,883,4,4,6,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10141
7.5,160,132,3,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10142
16,595,458,4,5,5,-6,61,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10143
14.72,336,472,9,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10144
18.5,750,400,2,3,7,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10145
17.9,270,470,3,4,4,1,11,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10146
15.5,634,480,3,3,4,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10147
12.8,963,450,0,5,3,3,6,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10148
13.7,320,420,3,4,4,0,24,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10149
12.9,-2,332,3,5,3,2,7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10150
